sequence_ID,sample_ID,sequencing_ID,sample_type,organism_water,number,time_point,date,lake,elevation_m,temp_C,chla_ug.L,pH,DO_perc,spc,cond,DOC,TDN,TDP
214_16S,17_Z22,MP_136_16S,Zooplankton,Daphnia,30,1,2022-06-26,Eastern Brook,3155,13.1,0.40,6.9,67.3,20,15.5,3.1,217.44,32.97
23_16S,11_Z22,MP_153_16S,Zooplankton,Daphnia,30,1,2022-06-26,Eastern Brook,3155,13.1,0.40,6.9,67.3,20,15.5,3.1,217.44,32.97
43_16S,51_W,MP_312_16S,Water,Water,NA,1,2022-06-26,Eastern Brook,3155,13.1,0.40,6.9,67.3,20,15.5,3.1,217.44,32.97
79_16S,23_Z22,MP_348_16S,Zooplankton,Cyclopoid,50,1,2022-06-26,Eastern Brook,3155,13.1,0.40,6.9,67.3,20,15.5,3.1,217.44,32.97
10_16S,4_Z,MP_10_16S,Zooplankton,Calanoid,50,2,2022-07-06,Eastern Brook,3155,16.0,0.93,8.6,73.8,20.6,17,3.4,409.63,13.62
146_16S,15_Z,MP_61_16S,Zooplankton,Calanoid,50,2,2022-07-06,Eastern Brook,3155,16.0,0.93,8.6,73.8,20.6,17,3.4,409.63,13.62
159_16S,6_Z,MP_75_16S,Zooplankton,Calanoid,50,2,2022-07-06,Eastern Brook,3155,16.0,0.93,8.6,73.8,20.6,17,3.4,409.63,13.62
170_16S,5_Z,MP_88_16S,Zooplankton,Calanoid,50,2,2022-07-06,Eastern Brook,3155,16.0,0.93,8.6,73.8,20.6,17,3.4,409.63,13.62
179_16S,2_Z,MP_97_16S,Zooplankton,Daphnia,30,2,2022-07-06,Eastern Brook,3155,16.0,0.93,8.6,73.8,20.6,17,3.4,409.63,13.62
194_16S,3_Z,MP_114_16S,Zooplankton,Daphnia,30,2,2022-07-06,Eastern Brook,3155,16.0,0.93,8.6,73.8,20.6,17,3.4,409.63,13.62
255_16S,14_Z,MP_181_16S,Zooplankton,Daphnia,30,2,2022-07-06,Eastern Brook,3155,16.0,0.93,8.6,73.8,20.6,17,3.4,409.63,13.62
355_16S,1_Z,MP_291_16S,Zooplankton,Daphnia,30,2,2022-07-06,Eastern Brook,3155,16.0,0.93,8.6,73.8,20.6,17,3.4,409.63,13.62
58_16S,26_W,MP_327_16S,Water,Water,NA,2,2022-07-06,Eastern Brook,3155,16.0,0.93,8.6,73.8,20.6,17,3.4,409.63,13.62
180_16S,100_Z,MP_99_16S,Zooplankton,Daphnia,30,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
184_16S,102_Z,MP_103_16S,Zooplankton,Daphnia,30,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
197_16S,106_Z,MP_117_16S,Zooplankton,Calanoid,50,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
201_16S,101_Z,MP_122_16S,Zooplankton,Daphnia,30,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
207_16S,110_Z,MP_128_16S,Zooplankton,Cyclopoid,50,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
21_16S,111_Z,MP_131_16S,Zooplankton,Holopedium,8,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
221_16S,107_Z,MP_144_16S,Zooplankton,Calanoid,50,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
239_16S,108_Z,MP_163_16S,Zooplankton,Cyclopoid,50,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
242_16S,103_Z,MP_167_16S,Zooplankton,Daphnia,30,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
254_16S,104_Z,MP_180_16S,Zooplankton,Calanoid,50,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
256_16S,109_Z,MP_182_16S,Zooplankton,Cyclopoid,50,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
263_16S,105_Z,MP_190_16S,Zooplankton,Calanoid,50,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
36_16S,32_W,MP_296_16S,Water,Water,NA,3,2022-07-22,Eastern Brook,3155,18.9,1.05,8.56,74.2,21.0,18.5,3.45,202.99,101.86
266_16S,176_Z,MP_193_16S,Zooplankton,Daphnia,30,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
283_16S,181_Z,MP_212_16S,Zooplankton,Cyclopoid,50,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
288_16S,175_Z,MP_217_16S,Zooplankton,Daphnia,30,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
295_16S,178_Z,MP_225_16S,Zooplankton,Cyclopoid,50,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
300_16S,174_Z,MP_231_16S,Zooplankton,Daphnia,30,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
319_16S,180_Z,MP_251_16S,Zooplankton,Cyclopoid,50,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
328_16S,177_Z,MP_261_16S,Zooplankton,Daphnia,30,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
33_16S,182_Z,MP_263_16S,Zooplankton,Calanoid,50,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
348_16S,179_Z,MP_283_16S,Zooplankton,Cyclopoid,50,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
352_16S,183_Z,MP_288_16S,Zooplankton,Calanoid,50,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
356_16S,38_W,MP_292_16S,Water,Water,NA,4,2022-08-09,Eastern Brook,3155,16.0,1.59,7.70,67.2,23.0,19.0,3.10,259.99,6.81
362_16S,225_Z,MP_299_16S,Zooplankton,Daphnia,30,5,2022-08-23,Eastern Brook,3155,18.1,1.38,8.11,64.8,27.5,21.0,3.2,NA,NA
366_16S,228_Z,MP_303_16S,Zooplankton,Cyclopoid,50,5,2022-08-23,Eastern Brook,3155,18.1,1.38,8.11,64.8,27.5,21.0,3.2,NA,NA
41_16S,227_Z,MP_310_16S,Zooplankton,Daphnia,30,5,2022-08-23,Eastern Brook,3155,18.1,1.38,8.11,64.8,27.5,21.0,3.2,NA,NA
45_16S,231_Z,MP_314_16S,Zooplankton,Cyclopoid,50,5,2022-08-23,Eastern Brook,3155,18.1,1.38,8.11,64.8,27.5,21.0,3.2,NA,NA
49_16S,229_Z,MP_318_16S,Zooplankton,Cyclopoid,50,5,2022-08-23,Eastern Brook,3155,18.1,1.38,8.11,64.8,27.5,21.0,3.2,NA,NA
55_16S,226_Z,MP_324_16S,Zooplankton,Daphnia,30,5,2022-08-23,Eastern Brook,3155,18.1,1.38,8.11,64.8,27.5,21.0,3.2,NA,NA
81_16S,44_W,MP_350_16S,Water,Water,NA,5,2022-08-23,Eastern Brook,3155,18.1,1.38,8.11,64.8,27.5,21.0,3.2,NA,NA
91_16S,230_Z,MP_360_16S,Zooplankton,Cyclopoid,50,5,2022-08-23,Eastern Brook,3155,18.1,1.38,8.11,64.8,27.5,21.0,3.2,NA,NA
94_16S,224_Z,MP_363_16S,Zooplankton,Daphnia,30,5,2022-08-23,Eastern Brook,3155,18.1,1.38,8.11,64.8,27.5,21.0,3.2,NA,NA
09_16S,51_Z22,MP_09_16S,Zooplankton,Calanoid,50,1,2022-06-26,Serene,3124,14.4,1.31,6.96,69.5,17.6,14,2.7,211.83,10.84
138_16S,49_Z22,MP_52_16S,Zooplankton,Calanoid,50,1,2022-06-26,Serene,3124,14.4,1.31,6.96,69.5,17.6,14,2.7,211.83,10.84
168_16S,50_Z22,MP_85_16S,Zooplankton,Calanoid,50,1,2022-06-26,Serene,3124,14.4,1.31,6.96,69.5,17.6,14,2.7,211.83,10.84
171_16S,52_Z22,MP_89_16S,Zooplankton,Calanoid,50,1,2022-06-26,Serene,3124,14.4,1.31,6.96,69.5,17.6,14,2.7,211.83,10.84
24_16S,53_Z22,MP_164_16S,Zooplankton,Ceriodaphnia,58,1,2022-06-26,Serene,3124,14.4,1.31,6.96,69.5,17.6,14,2.7,211.83,10.84
365_16S,52_W,MP_302_16S,Water,Water,NA,1,2022-06-26,Serene,3124,14.4,1.31,6.96,69.5,17.6,14,2.7,211.83,10.84
113_16S,16_Z,MP_25_16S,Zooplankton,Calanoid,50,2,2022-07-06,Serene,3124,16.8,1.39,8.65,70.0,17.8,15,3.0,697.03,4102.48
124_16S,7_Z,MP_37_16S,Zooplankton,Calanoid,50,2,2022-07-06,Serene,3124,16.8,1.39,8.65,70.0,17.8,15,3.0,697.03,4102.48
175_16S,8_Z,MP_93_16S,Zooplankton,Calanoid,50,2,2022-07-06,Serene,3124,16.8,1.39,8.65,70.0,17.8,15,3.0,697.03,4102.48
225_16S,11_Z,MP_148_16S,Zooplankton,Daphnia,30,2,2022-07-06,Serene,3124,16.8,1.39,8.65,70.0,17.8,15,3.0,697.03,4102.48
244_16S,12_Z,MP_169_16S,Zooplankton,Ceriodaphnia,50,2,2022-07-06,Serene,3124,16.8,1.39,8.65,70.0,17.8,15,3.0,697.03,4102.48
248_16S,10_Z,MP_173_16S,Zooplankton,Ceriodaphnia,50,2,2022-07-06,Serene,3124,16.8,1.39,8.65,70.0,17.8,15,3.0,697.03,4102.48
357_16S,13_Z,MP_293_16S,Zooplankton,Ceriodaphnia,50,2,2022-07-06,Serene,3124,16.8,1.39,8.65,70.0,17.8,15,3.0,697.03,4102.48
363_16S,27_W,MP_300_16S,Water,Water,NA,2,2022-07-06,Serene,3124,16.8,1.39,8.65,70.0,17.8,15,3.0,697.03,4102.48
183_16S,116_Z,MP_102_16S,Zooplankton,Large Calanoid,10,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
187_16S,113_Z,MP_106_16S,Zooplankton,Calanoid,50,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
191_16S,118_Z,MP_111_16S,Zooplankton,Daphnia,30,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
200_16S,112_Z,MP_121_16S,Zooplankton,Calanoid,50,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
205_16S,117_Z,MP_126_16S,Zooplankton,Daphnia,30,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
213_16S,124_Z,MP_135_16S,Zooplankton,Holopedium,10,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
226_16S,127_Z,MP_149_16S,Zooplankton,Ceriodaphnia,50,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
229_16S,126_Z,MP_152_16S,Zooplankton,Ceriodaphnia,50,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
230_16S,119_Z,MP_154_16S,Zooplankton,Daphnia,30,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
234_16S,114_Z,MP_158_16S,Zooplankton,Calanoid,50,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
247_16S,120_Z,MP_172_16S,Zooplankton,Daphnia,30,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
25_16S,123_Z,MP_175_16S,Zooplankton,Holopedium,10,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
260_16S,128_Z,MP_187_16S,Zooplankton,Ceriodaphnia,50,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
261_16S,115_Z,MP_188_16S,Zooplankton,Calanoid,50,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
358_16S,125_Z,MP_294_16S,Zooplankton,Ceriodaphnia,50,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
46_16S,33_W,MP_315_16S,Water,Water,NA,3,2022-07-22,Serene,3124,19.7,1.12,8.36,71.9,18.5,16.6,3.1,302.75,48.61
269_16S,186_Z,MP_196_16S,Zooplankton,Calanoid,50,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
272_16S,184_Z,MP_200_16S,Zooplankton,Calanoid,50,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
276_16S,197_Z,MP_204_16S,Zooplankton,Holopedium,10,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
277_16S,190_Z,MP_205_16S,Zooplankton,Daphnia,30,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
289_16S,194_Z,MP_218_16S,Zooplankton,Holopedium,10,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
299_16S,185_Z,MP_229_16S,Zooplankton,Calanoid,50,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
305_16S,193_Z,MP_236_16S,Zooplankton,Bosmina,50,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
309_16S,188_Z,MP_240_16S,Zooplankton,Daphnia,30,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
316_16S,195_Z,MP_248_16S,Zooplankton,Holopedium,10,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
320_16S,187_Z,MP_253_16S,Zooplankton,Calanoid,50,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
350_16S,192_Z,MP_286_16S,Zooplankton,Bosmina,50,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
354_16S,39_W,MP_290_16S,Water,Water,NA,4,2022-08-09,Serene,3124,16.9,1.55,7.94,69.2,20.1,17.0,3.00,188.74,6.19
360_16S,239_Z,MP_297_16S,Zooplankton,Calanoid,50,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
367_16S,235_Z,MP_304_16S,Zooplankton,Daphnia,30,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
368_16S,234_Z,MP_305_16S,Zooplankton,Daphnia,30,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
51_16S,245_Z,MP_320_16S,Zooplankton,Holopedium,10,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
52_16S,242_Z,MP_321_16S,Zooplankton,Ceriodaphnia,50,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
54_16S,241_Z,MP_323_16S,Zooplankton,Ceriodaphnia,50,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
57_16S,243_Z,MP_326_16S,Zooplankton,Ceriodaphnia,50,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
62_16S,237_Z,MP_331_16S,Zooplankton,Calanoid,50,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
64_16S,238_Z,MP_333_16S,Zooplankton,Calanoid,50,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
71_16S,236_Z,MP_340_16S,Zooplankton,Calanoid,50,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
76_16S,233_Z,MP_345_16S,Zooplankton,Daphnia,30,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
87_16S,244_Z,MP_356_16S,Zooplankton,Holopedium,10,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
88_16S,45_W,MP_357_16S,Water,Water,NA,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
92_16S,240_Z,MP_361_16S,Zooplankton,Ceriodaphnia,50,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
98_16S,232_Z,MP_367_16S,Zooplankton,Daphnia,30,5,2022-08-23,Serene,3124,18.8,1.98,7.90,67.8,20.8,16.5,3.0,NA,NA
04_16S,45_Z22,MP_04_16S,Zooplankton,Cyclopoid,50,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
110_16S,46_Z22,MP_22_16S,Zooplankton,Cyclopoid,50,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
111_16S,37_Z22,MP_23_16S,Zooplankton,Daphnia,30,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
122_16S,42_Z22,MP_35_16S,Zooplankton,Daphnia,100,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
147_16S,47_Z22,MP_62_16S,Zooplankton,Cyclopoid,50,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
156_16S,39_Z22,MP_72_16S,Zooplankton,Daphnia,30,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
162_16S,41_Z22,MP_79_16S,Zooplankton,Daphnia,100,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
163_16S,36_Z22,MP_80_16S,Zooplankton,Daphnia,30,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
164_16S,43_Z22,MP_81_16S,Zooplankton,Cyclopoid,50,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
17_16S,40_Z22,MP_87_16S,Zooplankton,Daphnia,30,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
173_16S,44_Z22,MP_91_16S,Zooplankton,Cyclopoid,50,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
18_16S,38_Z22,MP_98_16S,Zooplankton,Daphnia,30,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
210_16S,48_Z22,MP_132_16S,Zooplankton,Cyclopoid,98,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
48_16S,8_W,MP_317_16S,Water,Water,NA,1,2022-06-29,Virginia,2983,14.5,0.67,7.88,76,90.3,72.2,0.8,165.18,4.95
06_16S,39_Z,MP_06_16S,Zooplankton,Calanoid,50,2,2022-07-09,Virginia,2983,16.1,0.58,7.32,80.5,91.6,76.1,1.1,872.79,NA
119_16S,29_Z,MP_31_16S,Zooplankton,Cyclopoid,50,2,2022-07-09,Virginia,2983,16.1,0.58,7.32,80.5,91.6,76.1,1.1,872.79,NA
13_16S,30_Z,MP_43_16S,Zooplankton,Cyclopoid,50,2,2022-07-09,Virginia,2983,16.1,0.58,7.32,80.5,91.6,76.1,1.1,872.79,NA
130_16S,38_Z,MP_44_16S,Zooplankton,Calanoid,50,2,2022-07-09,Virginia,2983,16.1,0.58,7.32,80.5,91.6,76.1,1.1,872.79,NA
177_16S,32_Z,MP_95_16S,Zooplankton,Cyclopoid,50,2,2022-07-09,Virginia,2983,16.1,0.58,7.32,80.5,91.6,76.1,1.1,872.79,NA
219_16S,34_Z,MP_141_16S,Zooplankton,Daphnia,30,2,2022-07-09,Virginia,2983,16.1,0.58,7.32,80.5,91.6,76.1,1.1,872.79,NA
241_16S,35_Z,MP_166_16S,Zooplankton,Daphnia,30,2,2022-07-09,Virginia,2983,16.1,0.58,7.32,80.5,91.6,76.1,1.1,872.79,NA
246_16S,33_Z,MP_171_16S,Zooplankton,Daphnia,30,2,2022-07-09,Virginia,2983,16.1,0.58,7.32,80.5,91.6,76.1,1.1,872.79,NA
265_16S,36_Z,MP_192_16S,Zooplankton,Daphnia,30,2,2022-07-09,Virginia,2983,16.1,0.58,7.32,80.5,91.6,76.1,1.1,872.79,NA
59_16S,30_W,MP_328_16S,Water,Water,NA,2,2022-07-09,Virginia,2983,16.1,0.58,7.32,80.5,91.6,76.1,1.1,872.79,NA
101_16S,74_Z,MP_12_16S,Zooplankton,Cyclopoid,50,3,2022-07-21,Virginia,2983,18.7,0.35,8.48,81.4,93.0,81.9,1.1,217.24,7.74
123_16S,70_Z,MP_36_16S,Zooplankton,Calanoid,50,3,2022-07-21,Virginia,2983,18.7,0.35,8.48,81.4,93.0,81.9,1.1,217.24,7.74
132_16S,75_Z,MP_46_16S,Zooplankton,Cyclopoid,50,3,2022-07-21,Virginia,2983,18.7,0.35,8.48,81.4,93.0,81.9,1.1,217.24,7.74
137_16S,73_Z,MP_51_16S,Zooplankton,Cyclopoid,50,3,2022-07-21,Virginia,2983,18.7,0.35,8.48,81.4,93.0,81.9,1.1,217.24,7.74
15_16S,71_Z,MP_65_16S,Zooplankton,Calanoid,50,3,2022-07-21,Virginia,2983,18.7,0.35,8.48,81.4,93.0,81.9,1.1,217.24,7.74
195_16S,67_Z,MP_115_16S,Zooplankton,Daphnia,30,3,2022-07-21,Virginia,2983,18.7,0.35,8.48,81.4,93.0,81.9,1.1,217.24,7.74
240_16S,69_Z,MP_165_16S,Zooplankton,Daphnia,30,3,2022-07-21,Virginia,2983,18.7,0.35,8.48,81.4,93.0,81.9,1.1,217.24,7.74
253_16S,68_Z,MP_179_16S,Zooplankton,Daphnia,30,3,2022-07-21,Virginia,2983,18.7,0.35,8.48,81.4,93.0,81.9,1.1,217.24,7.74
262_16S,66_Z,MP_189_16S,Zooplankton,Daphnia,30,3,2022-07-21,Virginia,2983,18.7,0.35,8.48,81.4,93.0,81.9,1.1,217.24,7.74
84_16S,36_W,MP_353_16S,Water,Water,NA,3,2022-07-21,Virginia,2983,18.7,0.35,8.48,81.4,93.0,81.9,1.1,217.24,7.74
235_16S,129_Z,MP_159_16S,Zooplankton,Daphnia,30,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
268_16S,134_Z,MP_195_16S,Zooplankton,Cyclopoid,50,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
274_16S,130_Z,MP_202_16S,Zooplankton,Daphnia,30,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
278_16S,135_Z,MP_206_16S,Zooplankton,Cyclopoid,50,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
282_16S,136_Z,MP_211_16S,Zooplankton,Cyclopoid,50,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
285_16S,137_Z,MP_214_16S,Zooplankton,Calanoid,50,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
304_16S,133_Z,MP_235_16S,Zooplankton,Cyclopoid,50,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
31_16S,138_Z,MP_241_16S,Zooplankton,Calanoid,50,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
329_16S,131_Z,MP_262_16S,Zooplankton,Daphnia,30,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
338_16S,132_Z,MP_272_16S,Zooplankton,Daphnia,30,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
339_16S,139_Z,MP_273_16S,Zooplankton,Calanoid,50,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
75_16S,42_W,MP_344_16S,Water,Water,NA,4,2022-08-04,Virginia,2983,17.7,0.34,8.61,77.4,102.1,87.8,66.6,3228.98,4.02
293_16S,216_Z,MP_223_16S,Zooplankton,Daphnia,30,5,2022-08-22,Virginia,2983,19.5,0.83,8.48,75.6,105.4,87.9,7.75,NA,NA
297_16S,219_Z,MP_227_16S,Zooplankton,Daphnia,30,5,2022-08-22,Virginia,2983,19.5,0.83,8.48,75.6,105.4,87.9,7.75,NA,NA
30_16S,221_Z,MP_230_16S,Zooplankton,Cyclopoid,50,5,2022-08-22,Virginia,2983,19.5,0.83,8.48,75.6,105.4,87.9,7.75,NA,NA
303_16S,215_Z,MP_234_16S,Zooplankton,Daphnia,30,5,2022-08-22,Virginia,2983,19.5,0.83,8.48,75.6,105.4,87.9,7.75,NA,NA
306_16S,217_Z,MP_237_16S,Zooplankton,Daphnia,30,5,2022-08-22,Virginia,2983,19.5,0.83,8.48,75.6,105.4,87.9,7.75,NA,NA
315_16S,218_Z,MP_247_16S,Zooplankton,Daphnia,30,5,2022-08-22,Virginia,2983,19.5,0.83,8.48,75.6,105.4,87.9,7.75,NA,NA
334_16S,220_Z,MP_268_16S,Zooplankton,Cyclopoid,50,5,2022-08-22,Virginia,2983,19.5,0.83,8.48,75.6,105.4,87.9,7.75,NA,NA
47_16S,223_Z,MP_316_16S,Zooplankton,Cyclopoid,50,5,2022-08-22,Virginia,2983,19.5,0.83,8.48,75.6,105.4,87.9,7.75,NA,NA
74_16S,222_Z,MP_343_16S,Zooplankton,Cyclopoid,50,5,2022-08-22,Virginia,2983,19.5,0.83,8.48,75.6,105.4,87.9,7.75,NA,NA
93_16S,48_W,MP_362_16S,Water,Water,NA,5,2022-08-22,Virginia,2983,19.5,0.83,8.48,75.6,105.4,87.9,7.75,NA,NA
